Gestor;Canal de Origem;Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;Análise da Recusa
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Ouro Preto;M;entre 31 a 40 anos;2024;12;02/12/2024;19/12/2024;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Alteração / rescisão de contrato sem solicitação / aviso prévio;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Recife;M;até 20 anos;2024;12;02/12/2024;12/12/2024;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;CO;DF;Brasília;F;entre 41 a 50 anos;2024;12;02/12/2024;10/12/2024;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Uberlândia;M;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Negativação indevida (não cumprimento de acordo de parcelamento);Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Bauru;M;entre 41 a 50 anos;2024;12;02/12/2024;10/12/2024;Sicredi;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;NE;PI;Teresina;F;entre 41 a 50 anos;2024;12;02/12/2024;14/12/2024;Serasa Experian ;Bancos de Dados e Cadastros de Consumidores;Serviços Financeiros;Score / Pontuação de Crédito;Informação;Impossibilidade / dificuldade de revisão do score / pontuação;Catálogo;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São José do Rio Preto;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Nucleo de Defesa do Consumidor da Defensoria Publica;Plataforma Web;SE;RJ;Barra Mansa;M;entre 21 a 30 anos;2024;12;02/12/2024;11/12/2024;Gol Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Atraso de voo;Internet;N;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Angelândia;M;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Mercado Livre;Empresas de Intermediação de Serviços / Negócios;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Cobrança / Contestação;Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Juiz de Fora;M;entre 41 a 50 anos;2024;12;02/12/2024;11/12/2024;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Igarapé;F;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Pomerode;F;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;Viacredi;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Guaramirim;F;entre 21 a 30 anos;2024;12;02/12/2024;11/12/2024;Clinipam;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;SMS / Mensagem de texto;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;F;entre 21 a 30 anos;2024;12;02/12/2024;12/12/2024;Farm;Vestuário, Calçados e Acessórios;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Dados Pessoais e Privacidade;Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Londrina;M;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;Claro Residencial;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança indevida / abusiva para alterar ou cancelar o contrato;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Caxias do Sul;F;entre 61 a 70 anos;2024;12;02/12/2024;11/12/2024;Crefaz;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Justiça e Direitos Humanos - Sec. de Justiça, Direitos Humanos e Prevenção à Violência;Plataforma Web;NE;PE;Jaboatão dos Guararapes;F;entre 41 a 50 anos;2024;12;02/12/2024;;Nissan;Montadoras, Concessionárias e Prestadores de Serviços Automotivos;Demais Serviços ;Serviços automotivos;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;N;Finalizada avaliada;Não Resolvida;1;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São José dos Campos;M;entre 21 a 30 anos;2024;12;02/12/2024;10/12/2024;Leroy Merlin;Material de Construção, Acabamento e Ferramentas;Demais Produtos;Material de construção, acabamento e ferramentas;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Azul Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Cancelamento de voo;Internet;N;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;São José;F;entre 61 a 70 anos;2024;12;02/12/2024;12/12/2024;PicPay;Empresas de Pagamento Eletrônico;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Votorantim;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Cardif Vida;Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria de Estado da Justiça e Cidadania de Santa Catarina - Departamento de Defesa do Consumidor;Plataforma Web;S ;SC;Apiúna;M;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Santander Auto;Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;João Pessoa;M;entre 41 a 50 anos;2024;12;02/12/2024;12/12/2024;Claro Residencial;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Guarulhos;M;entre 41 a 50 anos;2024;12;02/12/2024;10/12/2024;Azul Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Informação;Informações incompletas / inadequadas sobre o serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Secretaria Nacional do Consumidor;Plataforma Web;S ;RS;Porto Alegre;M;entre 41 a 50 anos;2024;12;02/12/2024;12/12/2024;Unimed Porto Alegre;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Atendimento / SAC;SAC - Demanda não resolvida / não respondida / respondida após o prazo;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Campinas;M;entre 21 a 30 anos;2024;12;02/12/2024;12/12/2024;Vivo - Telefônica;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Paranaguá;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Dados Pessoais e Privacidade;Dificuldade de cancelamento / eliminação de dados / revogação do consentimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Superintendência de Proteção e Defesa do Consumidor;Plataforma Web;CO;GO;Rio Verde;M;entre 41 a 50 anos;2024;12;02/12/2024;;Ebanx;Empresas de Pagamento Eletrônico;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;N;Finalizada avaliada;Não Resolvida;1;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Belo Horizonte;F;entre 51 a 60 anos;2024;12;02/12/2024;21/12/2024;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Improcedente
Instituto Municipal de Proteção e Defesa do Consumidor;Plataforma Web;SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Cartões Itaú;Bancos, Financeiras e Administradoras de Cartão;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Dados Pessoais e Privacidade;Coleta, uso ou compartilhamento indevido ou não autorizado de dados pessoais ou financeiros;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor do Ministério Público da Paraíba;Plataforma Web;NE;PB;Itabaiana;M;entre 41 a 50 anos;2024;12;02/12/2024;10/12/2024;Cartão Carrefour;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Renegociação / parcelamento de dívida;Loja física;N;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Santana do Paraíso;M;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;PicPay;Empresas de Pagamento Eletrônico;Serviços Financeiros;Serviço de pagamento online/ via celular/ maquininha;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;F;entre 41 a 50 anos;2024;12;02/12/2024;11/12/2024;O Boticário (Interbelle);Perfumaria, Cosméticos e Higiene Pessoal;Demais Produtos;Perfumaria, cosméticos e higiene pessoal;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Catálogo;S;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;São Paulo;M;entre 31 a 40 anos;2024;12;02/12/2024;10/12/2024;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado / Cartão de Crédito Consignado / RMC (para beneficiários do INSS);Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;
Fundação de Proteção e Defesa do Consumidor;Plataforma Web;SE;SP;Guarulhos;F;entre 51 a 60 anos;2024;12;02/12/2024;12/12/2024;BRB - Banco de Brasília;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Pessoal e Demais Empréstimos (exceto financiamento de imóveis e veículos);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;F;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Renegociação / parcelamento de dívida;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Departamento Estadual de Proteção e Defesa do Consumidor;Plataforma Web;S ;PR;Curitiba;M;entre 31 a 40 anos;2024;12;02/12/2024;11/12/2024;C6 Bank;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Dados Pessoais e Privacidade;Dados Sensíveis - Coleta, uso ou compartilhamento indevido / não autorizado de dado sobre origem racial, étnica, convicção religiosa, filosófica, política, saúde ou vida sexual, genético ou biométrico;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Santana do Paraíso;M;entre 31 a 40 anos;2024;12;02/12/2024;12/12/2024;Netshoes;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;
Programa Estadual de Proteção e Defesa do Consumidor;Plataforma Web;SE;MG;Governador Valadares;F;entre 51 a 60 anos;2024;12;02/12/2024;12/12/2024;Itaú Unibanco Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (para servidores públicos ou trabalhadores do setor privado);Atendimento / SAC;Dificuldade de contato / acesso a outros canais (exceto SAC);Loja física;N;S;Finalizada não avaliada;Não Avaliada;;
Superintendência de Proteção e Defesa do Consumidor do Estado da Bahia;Plataforma Web;NE;BA;Salvador;F;entre 41 a 50 anos;2024;12;02/12/2024;10/12/2024;Neoenergia Coelba;Energia Elétrica;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Negativação indevida (SPC, Serasa, SCPC etc);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;
